flux fluxerr filter zp mag magerr zpsys exp mjd
5.407999901163554e-15 6.913396646354563e-16 F444W -6.100000000000001 29.56740831250893 0.1306153432911262 ab jw080600_epoch1_mosaic_F444W_i2d.fits 60954.48231356289
3.905439309570841e-16 4.650951504745319e-16 F200W -6.100000000000001 32.420825266828146 0.8515517988585243 ab jw073360_mosaic_F200W_i2d.fits 60965.94109416955
8.573715422481905e-15 1.2992354105242328e-15 F150W -6.100000000000005 29.067077339063946 0.15319477467933473 ab jw080600_epoch3_mosaic_F150W_i2d.fits 61040.49907877508
6.024595560280278e-16 3.612112913581154e-16 F356W -6.100000000000005 31.95018025646119 0.5100020591278405 ab jw080600_epoch2_mosaic_F356W_i2d.fits 60997.474208551306
1.0293575553005133e-15 7.14502312565396e-16 F356W -6.100000000000001 31.368584358717662 0.5723633167203199 ab jw053240_epoch2_mosaic_F356W_i2d.fits 61075.47502172743
-3.554383156995172e-17 2.9538859160033115e-15 F150W nan nan nan ab jw053240_epoch2_mosaic_F150W_i2d.fits 61075.45384987269
2.6644761851558344e-14 1.4082066488222148e-15 F150W -6.100000000000001 27.83597039272508 0.055917452883981054 ab jw080600_epoch1_mosaic_F150W_i2d.fits 60954.53616318311
1.890713770894018e-14 1.3031369384172485e-15 F200W -6.100000000000001 28.208435531576036 0.07236607006758311 ab jw080600_epoch1_mosaic_F200W_i2d.fits 60954.42859877025
2.3530588994059714e-15 4.3869769721386904e-16 F356W -6.100000000000005 30.470918004662092 0.18561188216801192 ab jw080600_epoch1_mosaic_F356W_i2d.fits 60954.536163013116
1.7978713916864768e-14 1.3368144122069077e-15 F150W -6.100000000000001 28.263103445409307 0.07786992467798735 ab jw080600_epoch2_mosaic_F150W_i2d.fits 60997.47420865934
-6.209900701004693e-16 4.118211730404779e-16 F150W nan nan -1.1814688732071041 ab jw073360_mosaic_F150W_i2d.fits 60966.00991693576
1.7316278153433737e-15 2.7471439698753635e-15 F200W -6.100000000000001 30.80386361669745 1.0317609507812193 ab jw053240_epoch2_mosaic_F200W_i2d.fits 61075.47500668114
1.9197059982471492e-15 2.988646509260166e-16 F277W -6.100000000000001 30.691913195318918 0.15709635317856735 ab jw080600_epoch3_mosaic_F277W_i2d.fits 61040.446264519676
-3.080216235750771e-17 3.6153113097982724e-16 F356W nan nan nan ab jw080600_epoch3_mosaic_F356W_i2d.fits 61040.499078420136
1.9441034585317594e-15 5.730234946432289e-16 F277W -6.100000000000001 30.678201567822356 0.2804643679893949 ab jw053240_epoch2_mosaic_F277W_i2d.fits 61075.45386508102
6.870447049434214e-15 1.240637366414941e-15 F200W -6.100000000000001 29.30753750786578 0.18023481119133605 ab jw080600_epoch3_mosaic_F200W_i2d.fits 61040.44626485918
1.8633467089114015e-15 3.113396489010494e-16 F277W -6.100000000000005 30.72426582336364 0.16775739855180757 ab jw080600_epoch2_mosaic_F277W_i2d.fits 60997.42120823302
6.858915122627314e-15 3.8723766793242967e-16 F277W -6.1000000000000085 29.309361428486767 0.0596301465356472 ab jw080600_epoch1_mosaic_F277W_i2d.fits 60954.42860917244
2.1566732929285743e-14 1.3917081932351172e-15 F115W -6.100000000000005 28.06553909925658 0.06789508961768118 ab jw080600_epoch1_mosaic_F115W_i2d.fits 60954.48231371721
9.912569201999983e-15 1.2530415561702344e-15 F200W -6.100000000000001 28.909534419377067 0.12924062921868754 ab jw080600_epoch2_mosaic_F200W_i2d.fits 60997.42120826389
