flux fluxerr filter zp mag magerr zpsys exp mjd
1.2768576973218127e-13 8.829776159971915e-16 F444W -6.100000000000001 26.134643752752908 0.007482284181615536 ab jw080600_epoch1_mosaic_F444W_i2d.fits 60954.48231356289
-9.814819430169154e-15 8.356827746911673e-16 F200W nan nan -0.09661933191880896 ab jw073360_mosaic_F200W_i2d.fits 60965.94109416955
7.817447163591728e-14 1.704348596481084e-15 F150W -6.100000000000005 26.6673376134403 0.023416718310303574 ab jw080600_epoch3_mosaic_F150W_i2d.fits 61040.49907877508
4.852459528176734e-14 5.626709279198076e-16 F356W -6.100000000000001 27.18509519536822 0.012517309988037649 ab jw080600_epoch2_mosaic_F356W_i2d.fits 60997.474208551306
8.84462928282658e-15 8.384919467930772e-16 F356W -6.100000000000005 29.033300913894355 0.09833933668698877 ab jw053240_epoch2_mosaic_F356W_i2d.fits 61075.47502172743
5.388531495542538e-14 3.3161054392745037e-15 F150W -6.100000000000001 27.071323935955952 0.06484096868682754 ab jw053240_epoch2_mosaic_F150W_i2d.fits 61075.45384987269
-9.40064715608418e-15 6.144822910829449e-16 F150W nan nan -0.07339601000455036 ab jw053240_epoch1_mosaic_F150W_i2d.fits 61018.006407826964
4.55748061982282e-13 2.8534657159585056e-15 F150W -6.100000000000001 24.75318792364456 0.006776666451270315 ab jw080600_epoch1_mosaic_F150W_i2d.fits 60954.53616318311
-9.848396845137097e-15 1.8674535884438156e-16 F356W nan nan -0.020785431807589797 ab jw053240_epoch1_mosaic_F356W_i2d.fits 61018.00640694733
4.3468965621747585e-13 2.4786643165527113e-15 F200W -6.100000000000001 24.804551735163116 0.0061734431757604034 ab jw080600_epoch1_mosaic_F200W_i2d.fits 60954.42859877025
1.7237255685705377e-13 7.814927808908194e-16 F356W -6.100000000000001 25.80882969074247 0.0049113233936073876 ab jw080600_epoch1_mosaic_F356W_i2d.fits 60954.536163013116
1.4571716335739852e-13 1.920947764067743e-15 F150W -6.100000000000001 25.991223229147288 0.014219429661637327 ab jw080600_epoch2_mosaic_F150W_i2d.fits 60997.47420865934
-6.48397045295683e-15 1.377472478728006e-16 F277W nan nan -0.0233142109569223 ab jw053240_epoch1_mosaic_F277W_i2d.fits 61017.98789085359
-9.732932182832903e-15 8.335891135654121e-16 F150W nan nan -0.09721437045340614 ab jw073360_mosaic_F150W_i2d.fits 60966.00991693576
3.776457051683645e-14 3.1048886515382568e-15 F200W -6.100000000000001 27.457288625042388 0.08578585170792852 ab jw053240_epoch2_mosaic_F200W_i2d.fits 61075.47500668114
1.4245365601468475e-14 4.366637895492153e-16 F277W -6.100000000000001 28.515816000729068 0.03278122353584879 ab jw080600_epoch3_mosaic_F277W_i2d.fits 61040.446264519676
1.8796848958724833e-14 4.899261203808533e-16 F356W -6.100000000000001 28.214787370794966 0.02793641029919053 ab jw080600_epoch3_mosaic_F356W_i2d.fits 61040.499078420136
5.65385868625915e-15 7.089934261472122e-16 F277W -6.100000000000005 29.519137626397654 0.1282671997277875 ab jw053240_epoch2_mosaic_F277W_i2d.fits 61075.45386508102
6.398311185931938e-14 1.6267542901875466e-15 F200W -6.100000000000005 26.884836603875097 0.02725948326340379 ab jw080600_epoch3_mosaic_F200W_i2d.fits 61040.44626485918
3.745407730912333e-14 4.848406567745825e-16 F277W -6.100000000000001 27.466252243545043 0.013964594709146232 ab jw080600_epoch2_mosaic_F277W_i2d.fits 60997.42120823302
1.4552961898070566e-13 7.622775264922817e-16 F277W -6.100000000000001 25.99262151925909 0.005672194454834902 ab jw080600_epoch1_mosaic_F277W_i2d.fits 60954.42860917244
4.4449857894653294e-13 3.3569911495599512e-15 F115W -6.100000000000005 24.780324057806776 0.008169007850245942 ab jw080600_epoch1_mosaic_F115W_i2d.fits 60954.48231371721
-1.2123045690076465e-14 7.050935297264578e-16 F200W nan nan -0.06505880730179522 ab jw053240_epoch1_mosaic_F200W_i2d.fits 61017.98789171007
1.4149072647182512e-13 1.8411157992848252e-15 F200W -6.100000000000005 26.023180058902117 0.01403676634034881 ab jw080600_epoch2_mosaic_F200W_i2d.fits 60997.42120826389
