flux fluxerr filter zp mag magerr zpsys exp mjd
3.1608781596080337e-16 3.623604531712745e-16 F444W -6.100000000000001 32.650480610788364 0.8292724578485753 ab jw080600_epoch1_mosaic_F444W_i2d.fits 60954.48231356289
3.713951924606147e-14 1.0127399588298566e-15 F200W -6.100000000000001 27.475409305753786 0.029209955790818802 ab jw073360_mosaic_F200W_i2d.fits 60965.94109416955
1.1827488918629847e-14 1.424164568424297e-15 F150W -6.100000000000005 28.717768625442236 0.12344380329427586 ab jw080600_epoch3_mosaic_F150W_i2d.fits 61040.49907877508
1.7185203797316572e-14 4.472005369497599e-16 F356W -6.100000000000005 28.312113283122212 0.027892123698804085 ab jw080600_epoch2_mosaic_F356W_i2d.fits 60997.474208551306
-2.138445268546122e-16 2.0647359084806102e-16 F356W nan nan -3.656438746633321 ab jw053240_epoch2_mosaic_F356W_i2d.fits 61075.47502172743
-2.0240108167738375e-15 4.760181008710298e-16 F150W nan nan -0.2911097909207195 ab jw053240_epoch2_mosaic_F150W_i2d.fits 61075.45384987269
1.2827695924216513e-14 2.783604103438671e-15 F150W -6.100000000000005 28.62962835852878 0.213226034398803 ab jw053240_epoch1_mosaic_F150W_i2d.fits 61018.006407826964
-1.5514526643953268e-15 6.106264150650136e-16 F150W nan nan -0.5430727593319883 ab jw080600_epoch1_mosaic_F150W_i2d.fits 60954.53616318311
1.4853823887068488e-14 8.006750307240585e-16 F356W -6.1000000000000085 28.47040432390142 0.05700225119345648 ab jw053240_epoch1_mosaic_F356W_i2d.fits 61018.00640694733
-2.597129177213713e-15 6.075700661662837e-16 F200W nan nan -0.28934176117848703 ab jw080600_epoch1_mosaic_F200W_i2d.fits 60954.42859877025
-8.055238362690121e-16 2.1084346579701234e-16 F356W nan nan -0.32948698212341276 ab jw080600_epoch1_mosaic_F356W_i2d.fits 60954.536163013116
1.1814199273139315e-14 1.3849603297953763e-15 F150W -6.100000000000001 28.71898927014918 0.12035497099959575 ab jw080600_epoch2_mosaic_F150W_i2d.fits 60997.47420865934
1.3068590856591423e-14 6.980851432304209e-16 F277W -6.100000000000001 28.609428096121214 0.05650082454110673 ab jw053240_epoch1_mosaic_F277W_i2d.fits 61017.98789085359
1.4987203955470007e-14 2.88136576375301e-15 F150W -6.1000000000000085 28.460698456234084 0.19092293376167213 ab jw073360_mosaic_F150W_i2d.fits 60966.00991693576
-1.490798281542721e-15 5.461747741941451e-16 F200W nan nan -0.4954003362322376 ab jw053240_epoch2_mosaic_F200W_i2d.fits 61075.47500668114
1.234880405178589e-14 3.6838684237905084e-16 F277W -6.100000000000001 28.67093775152904 0.03191572755094746 ab jw080600_epoch3_mosaic_F277W_i2d.fits 61040.446264519676
1.3150580713063734e-14 4.3560197702759913e-16 F356W -6.100000000000001 28.602637672135053 0.03538129750043004 ab jw080600_epoch3_mosaic_F356W_i2d.fits 61040.499078420136
-6.176203252185187e-16 1.3346573331493535e-16 F277W nan nan -0.26434381126310397 ab jw053240_epoch2_mosaic_F277W_i2d.fits 61075.45386508102
2.5032321501221087e-14 1.4105255387140335e-15 F200W -6.100000000000005 27.903747179972886 0.05951771199632054 ab jw080600_epoch3_mosaic_F200W_i2d.fits 61040.44626485918
1.7402276520808678e-14 3.8175577256537097e-16 F277W -6.100000000000005 28.298484836800103 0.02356043257791201 ab jw080600_epoch2_mosaic_F277W_i2d.fits 60997.42120823302
-8.689146682930867e-16 1.7806048152264745e-16 F277W nan nan -0.24897683700138473 ab jw080600_epoch1_mosaic_F277W_i2d.fits 60954.42860917244
-1.6286657882232001e-15 4.568245482799978e-16 F115W nan nan -0.35740798963896614 ab jw080600_epoch1_mosaic_F115W_i2d.fits 60954.48231371721
2.845277634641447e-14 2.8142726634489478e-15 F200W -6.100000000000001 27.76468837474532 0.10240561069489104 ab jw053240_epoch1_mosaic_F200W_i2d.fits 61017.98789171007
3.002395311048665e-14 1.4107685930942465e-15 F200W -6.100000000000001 27.706330317120326 0.04985436668902181 ab jw080600_epoch2_mosaic_F200W_i2d.fits 60997.42120826389
