flux fluxerr filter zp mag magerr zpsys exp mjd
-1.7595143556215483e-15 2.731543295750419e-16 F444W nan nan -0.1831719939451527 ab jw080600_epoch1_mosaic_F444W_i2d.fits 60954.48231356289
4.928222376781414e-14 1.437263380425753e-15 F200W -6.100000000000005 27.16827425919607 0.03121139297847585 ab jw073360_mosaic_F200W_i2d.fits 60965.94109416955
3.941268791675778e-14 1.3258769867738379e-15 F150W -6.100000000000001 27.41090986388847 0.03592417901872036 ab jw080600_epoch3_mosaic_F150W_i2d.fits 61040.49907877508
2.5068560339399593e-14 4.663895444225546e-16 F356W -6.100000000000001 27.902176515982752 0.020014040543222006 ab jw080600_epoch2_mosaic_F356W_i2d.fits 60997.474208551306
1.875408441313065e-14 7.993633456435771e-16 F356W -6.100000000000001 28.21726033385263 0.0453186973375213 ab jw053240_epoch2_mosaic_F356W_i2d.fits 61075.47502172743
2.8262664301879102e-14 2.4974779364490362e-15 F150W -6.100000000000005 27.77196724979053 0.09193809819092297 ab jw053240_epoch2_mosaic_F150W_i2d.fits 61075.45384987269
4.86027476527827e-14 3.3918485813649616e-15 F150W -6.1000000000000085 27.183347945326204 0.0732434703921022 ab jw053240_epoch1_mosaic_F150W_i2d.fits 61018.006407826964
-3.759393248598277e-16 5.197002965965845e-16 F150W nan nan nan ab jw080600_epoch1_mosaic_F150W_i2d.fits 60954.53616318311
2.3698919652747893e-14 8.258831775075866e-16 F356W -6.100000000000005 27.96317862859755 0.03719243987163138 ab jw053240_epoch1_mosaic_F356W_i2d.fits 61018.00640694733
-7.076708436988851e-17 6.437845350180682e-16 F200W nan nan nan ab jw080600_epoch1_mosaic_F200W_i2d.fits 60954.42859877025
-8.973182770909714e-16 2.1013130043411128e-16 F356W nan nan -0.289678983762573 ab jw080600_epoch1_mosaic_F356W_i2d.fits 60954.536163013116
-3.759393248598277e-16 5.197002965965845e-16 F150W nan nan nan ab jw080600_epoch2_mosaic_F150W_i2d.fits 60997.47420865934
2.6174241778840305e-14 7.593266095653791e-16 F277W -6.100000000000001 27.855314725511064 0.03104946614423857 ab jw053240_epoch1_mosaic_F277W_i2d.fits 61017.98789085359
6.247442953707083e-14 4.643837815377344e-15 F150W -6.1000000000000085 26.910744251970698 0.07784609377412546 ab jw073360_mosaic_F150W_i2d.fits 60966.00991693576
4.156349188219692e-14 2.4860314970937785e-15 F200W -6.100000000000005 27.353219932776046 0.06307296692408929 ab jw053240_epoch2_mosaic_F200W_i2d.fits 61075.47500668114
2.3607330317020776e-14 3.7754857935552026e-16 F277W -6.100000000000001 27.96738280804884 0.01722663300565464 ab jw080600_epoch3_mosaic_F277W_i2d.fits 61040.446264519676
2.4317521883518915e-14 4.620238090385525e-16 F356W -6.100000000000005 27.93520171156867 0.020435060996461314 ab jw080600_epoch3_mosaic_F356W_i2d.fits 61040.499078420136
2.1495827031899964e-14 7.054999067517735e-16 F277W -6.100000000000001 28.069114602875814 0.03506193369973015 ab jw053240_epoch2_mosaic_F277W_i2d.fits 61075.45386508102
5.4421896024980665e-14 1.3467931257826803e-15 F200W -6.100000000000005 27.060565829358193 0.02654192053686013 ab jw080600_epoch3_mosaic_F200W_i2d.fits 61040.44626485918
2.8653592213729335e-14 4.1870279544024426e-16 F277W -6.100000000000001 27.75705231026196 0.015750602663297985 ab jw080600_epoch2_mosaic_F277W_i2d.fits 60997.42120823302
-1.1867436691481742e-15 1.3806391186665045e-16 F277W nan nan -0.13428509678604175 ab jw080600_epoch1_mosaic_F277W_i2d.fits 60954.42860917244
2.8422351750785234e-16 4.249709260011583e-16 F115W -6.100000000000001 32.76584997522855 0.9927632859135946 ab jw080600_epoch1_mosaic_F115W_i2d.fits 60954.48231371721
5.6776206961034386e-14 3.1715712418845494e-15 F200W -6.100000000000001 27.014584061707353 0.05901679125812298 ab jw053240_epoch1_mosaic_F200W_i2d.fits 61017.98789171007
-7.076708436988851e-17 6.437845350180682e-16 F200W nan nan nan ab jw080600_epoch2_mosaic_F200W_i2d.fits 60997.42120826389
