flux fluxerr filter zp mag magerr zpsys exp mjd
-1.1117928549570733e-15 6.748488802009424e-16 F444W nan nan -1.013995309151444 ab jw080600_epoch1_mosaic_F444W_i2d.fits 60954.48231356289
-6.344029475710311e-16 4.654148475655028e-16 F200W nan nan -1.4362726727165334 ab jw073360_mosaic_F200W_i2d.fits 60965.94109416955
3.120977147174124e-15 1.3813122708555979e-15 F150W -6.100000000000001 30.16427352842679 0.3978570510749791 ab jw080600_epoch3_mosaic_F150W_i2d.fits 61040.49907877508
1.994748894463127e-15 3.9008142006143275e-16 F356W -6.100000000000001 30.650279417377632 0.19392312625056682 ab jw080600_epoch2_mosaic_F356W_i2d.fits 60997.474208551306
9.113535989842885e-15 7.170403106741232e-16 F356W -6.100000000000001 29.000782717577017 0.08223016342848874 ab jw053240_epoch2_mosaic_F356W_i2d.fits 61075.47502172743
6.15207364268211e-15 2.9024070087437164e-15 F150W -6.100000000000005 29.427446186259797 0.4196050488130965 ab jw053240_epoch2_mosaic_F150W_i2d.fits 61075.45384987269
-4.747777301593584e-16 6.688675079308864e-16 F150W nan nan nan ab jw053240_epoch1_mosaic_F150W_i2d.fits 61018.006407826964
-3.471917417280483e-16 6.688675079308864e-16 F150W nan nan nan ab jw080600_epoch1_mosaic_F150W_i2d.fits 60954.53616318311
-7.490115142714438e-16 1.5476759036988955e-16 F356W nan nan -0.2513093605019764 ab jw053240_epoch1_mosaic_F356W_i2d.fits 61018.00640694733
-8.2751022413403935e-16 8.658566438949059e-16 F200W nan nan nan ab jw080600_epoch1_mosaic_F200W_i2d.fits 60954.42859877025
-4.573158872623089e-16 3.9552887864285124e-16 F356W nan nan -2.173297798790861 ab jw080600_epoch1_mosaic_F356W_i2d.fits 60954.536163013116
1.306230485765167e-15 1.3724509494594736e-15 F150W -6.100000000000005 31.10995046143454 0.7797531309062598 ab jw080600_epoch2_mosaic_F150W_i2d.fits 60997.47420865934
-6.304417583911334e-16 1.1153160018564929e-16 F277W nan nan -0.21138199782561412 ab jw053240_epoch1_mosaic_F277W_i2d.fits 61017.98789085359
-3.2387838975857912e-15 5.548411298739806e-15 F150W nan nan nan ab jw073360_mosaic_F150W_i2d.fits 60966.00991693576
5.236457323536346e-15 2.7044176268413196e-15 F200W -6.100000000000001 29.60240607890178 0.4520769713631517 ab jw053240_epoch2_mosaic_F200W_i2d.fits 61075.47500668114
4.7204511532224836e-15 3.1444054559300256e-16 F277W -6.100000000000001 29.715041230114124 0.07001656326042575 ab jw080600_epoch3_mosaic_F277W_i2d.fits 61040.446264519676
6.263528998055632e-15 3.8750679388581773e-16 F356W -6.100000000000005 29.407952268992528 0.06517548138381574 ab jw080600_epoch3_mosaic_F356W_i2d.fits 61040.499078420136
5.8545578814160596e-15 5.819626283881677e-16 F277W -6.100000000000001 29.481264739912504 0.10289263355891479 ab jw053240_epoch2_mosaic_F277W_i2d.fits 61075.45386508102
8.182284642013034e-15 1.417392635080131e-15 F200W -6.100000000000001 29.117813541284605 0.17345512410917685 ab jw080600_epoch3_mosaic_F200W_i2d.fits 61040.44626485918
2.4535673965815307e-15 3.3294693289593577e-16 F277W -6.100000000000005 30.425505019914358 0.13815822174049433 ab jw080600_epoch2_mosaic_F277W_i2d.fits 60997.42120823302
-2.728582637413302e-16 3.5168588490245045e-16 F277W nan nan nan ab jw080600_epoch1_mosaic_F277W_i2d.fits 60954.42860917244
-9.668974751849335e-16 5.451217353688977e-16 F115W nan nan -0.900747075774408 ab jw080600_epoch1_mosaic_F115W_i2d.fits 60954.48231371721
-1.0828724813072361e-16 8.658566438949059e-16 F200W nan nan nan ab jw053240_epoch1_mosaic_F200W_i2d.fits 61017.98789171007
3.80206915807255e-15 1.4131382930047854e-15 F200W -6.100000000000005 29.949949969402287 0.34312894069803584 ab jw080600_epoch2_mosaic_F200W_i2d.fits 60997.42120826389
